Frame Count,Start Time(in ms),End Time(in ms),Execution Time(in ms),Jitter(in ms)
426,1596870525053.138184,1596870525093.095215,39.957031,-0.252441
427,1596870525153.437500,1596870525193.398193,39.960693,-0.299316
428,1596870525253.666992,1596870525293.625488,39.958496,-0.229492
429,1596870525353.929688,1596870525393.931396,40.001709,-0.262695
430,1596870525454.453857,1596870525494.402344,39.948486,-0.524170
431,1596870525554.725342,1596870525594.677002,39.951660,-0.271484
432,1596870525654.976074,1596870525694.906738,39.930664,-0.250732
433,1596870525755.307617,1596870525796.362305,41.054688,-0.331543
434,1596870525855.578613,1596870525895.480225,39.901611,-0.270996
435,1596870525955.838867,1596870525995.769775,39.930908,-0.260254
436,1596870526056.059326,1596870526095.953125,39.893799,-0.220459
437,1596870526156.328125,1596870526196.303955,39.975830,-0.268799
438,1596870526256.671875,1596870526296.638428,39.966553,-0.343750
439,1596870526356.955078,1596870526396.888184,39.933105,-0.283203
440,1596870526457.367676,1596870526497.309570,39.941895,-0.412598
441,1596870526557.658691,1596870526597.579834,39.921143,-0.291016
442,1596870526657.939453,1596870526697.921631,39.982178,-0.280762
443,1596870526758.156494,1596870526798.094971,39.938477,-0.217041
