Frame Count,Start Time(in ms),End Time(in ms),Execution Time(in ms),Jitter(in ms)
201,1596870502165.935791,1596870502170.406738,4.470947,-0.081787
202,1596870502266.000977,1596870502270.260010,4.259033,-0.385986
203,1596870502366.399414,1596870502371.454346,5.054932,-0.065186
204,1596870502467.043213,1596870502471.524658,4.481445,-0.398438
205,1596870502567.275879,1596870505580.362061,3013.086182,-0.643799
206,1596870505580.785156,1596870505602.982178,22.197021,-0.232666
207,1596870505603.333740,1596870505607.976562,4.642822,-2913.509277
208,1596870505608.200195,1596870505612.730469,4.530273,77.451416
209,1596870505612.936768,1596870505618.625732,5.688965,95.133545
210,1596870505618.940674,1596870505623.772461,4.831787,95.263428
211,1596870505623.997803,1596870505628.551025,4.553223,93.996094
212,1596870505628.808350,1596870505633.563721,4.755371,94.942871
213,1596870505633.770508,1596870505639.535156,5.764648,95.189453
214,1596870505639.797363,1596870505644.627197,4.829834,95.037842
215,1596870505644.841553,1596870505649.260986,4.419434,93.973145
216,1596870505649.468506,1596870505653.901855,4.433350,94.955811
217,1596870505654.074463,1596870505658.617188,4.542725,95.373047
218,1596870505658.833008,1596870505663.391602,4.558594,95.394043
219,1596870505663.609131,1596870505668.216553,4.607422,95.241455
220,1596870505668.451172,1596870505673.120605,4.669434,95.223877
221,1596870505673.353271,1596870505677.983887,4.630615,95.157959
222,1596870505678.215332,1596870505682.930420,4.715088,95.097900
223,1596870505683.147217,1596870505689.217285,6.070068,95.137939
224,1596870505689.496826,1596870505694.190674,4.693848,95.068115
225,1596870505694.395020,1596870505698.964111,4.569092,93.650391
226,1596870505699.254883,1596870505704.114990,4.860107,95.101807
227,1596870505704.368652,1596870505709.370361,5.001709,95.140137
228,1596870505709.857666,1596870505714.757324,4.899658,94.886230
229,1596870505715.044922,1596870505719.947266,4.902344,94.510986
230,1596870505720.252930,1596870505725.018311,4.765381,94.812744
231,1596870505725.343750,1596870505730.003662,4.659912,94.791992
232,1596870505730.265381,1596870505734.925781,4.660400,94.909180
233,1596870505735.156250,1596870505739.769043,4.612793,95.078369
234,1596870505740.155762,1596870505745.850830,5.695068,95.109131
235,1596870505746.083984,1596870505750.819580,4.735596,95.000488
236,1596870505822.645264,1596870505827.015137,4.369873,94.071777
237,1596870505922.763916,1596870505927.236816,4.472900,23.438721
238,1596870506023.028320,1596870506027.437988,4.409668,-0.118652
239,1596870506123.644775,1596870506128.813965,5.169189,-0.264404
240,1596870506223.631592,1596870506228.580078,4.948486,-0.616455
241,1596870506323.886230,1596870506328.277588,4.391357,0.013184
242,1596870506424.167236,1596870506428.571777,4.404541,-0.254639
243,1596870506524.350342,1596870506528.633789,4.283447,-0.281006
244,1596870506624.646729,1596870506628.962891,4.316162,-0.183105
245,1596870506725.009521,1596870506729.638672,4.629150,-0.296387
246,1596870506825.078125,1596870506829.390381,4.312256,-0.362793
247,1596870506925.701660,1596870506930.177002,4.475342,-0.068604
248,1596870507025.827148,1596870507030.351562,4.524414,-0.623535
249,1596870507126.272705,1596870507131.098389,4.825684,-0.125488
250,1596870507226.521729,1596870507230.921631,4.399902,-0.445557
251,1596870507326.969971,1596870507331.441162,4.471191,-0.249023
252,1596870507427.154297,1596870507431.686035,4.531738,-0.448242
253,1596870507528.766846,1596870507533.446045,4.679199,-0.184326
254,1596870507627.703857,1596870507631.984375,4.280518,-1.612549
255,1596870507728.106689,1596870507733.471191,5.364502,1.062988
256,1596870507828.631836,1596870507833.203613,4.571777,-0.402832
257,1596870507928.759277,1596870507933.203613,4.444336,-0.525146
258,1596870508029.063477,1596870508033.642578,4.579102,-0.127441
